"","PRISM.7122","PRISM.7147","PRISM.7150","PRISM.7153","PRISM.7184","PRISM.7238","PRISM.7406","PRISM.7408","PRISM.7421","PRISM.7445","PRISM.7486","PRISM.7496","PRISM.7506","PRISM.7547","PRISM.7658","PRISM.7662","PRISM.7744","PRISM.7759","PRISM.7762","PRISM.7776","PRISM.7791","PRISM.7843","PRISM.7847","PRISM.7852","PRISM.7855","PRISM.7858","PRISM.7860","PRISM.7861","PRISM.7862","PRISM.7870","PRISM.7874","PRISM.7875","PRISM.7879","PRISM.7897","PRISM.7899","PRISM.7904","PRISM.7906","PRISM.7908","PRISM.7909","PRISM.7910","PRISM.7911","PRISM.7912","PRISM.7938","PRISM.7941","PRISM.7947","PRISM.7948","PRISM.7955","PRISM.7971","PRISM.7989","PRISM.8095","PRISM.8096","PRISM.8101","PRISM.8106","PRISM.8129","PRISM.8226","PRISM.8244","PRISM.8264","PRISM.8275","PRISM.8283","PRISM.8332","PRISM.8336","PRISM.8361","PRISM.8374","PRISM.8377","PRISM.8406","PRISM.8441","PRISM.8444","PRISM.8447","PRISM.8452","PRISM.8458","PRISM.8462","PRISM.8464","PRISM.8466","PRISM.8467","PRISM.8475","PRISM.8480","PRISM.8483","PRISM.8485","PRISM.8496","PRISM.8502","PRISM.8503","PRISM.8511","PRISM.8513","PRISM.8515","PRISM.8523","PRISM.8534","PRISM.8537","PRISM.8550","PRISM.8564","PRISM.8565","PRISM.8573","PRISM.8577","PRISM.8589","PRISM.8591","PRISM.8592","PRISM.8605","PRISM.8624","PRISM.8628","PRISM.8629","PRISM.8667","PRISM.8675","PRISM.8683","PRISM.8692","PRISM.8696","PRISM.8728","PRISM.8734","PRISM.8735","PRISM.8746","PRISM.8749","PRISM.8753","PRISM.8754","PRISM.8758","PRISM.8764","PRISM.8765","PRISM.8774","PRISM.8776","PRISM.8778","PRISM.8783","PRISM.8784","PRISM.8785","PRISM.8788","PRISM.8789","PRISM.8794","PRISM.8795","PRISM.8800","PRISM.8802","PRISM.8803","PRISM.8805","PRISM.8806","PRISM.8807","PRISM.8809","PRISM.8815","PRISM.8841","PRISM.8843","PRISM.8844","PRISM.8846","PRISM.8847","PRISM.8849","PRISM.8878","PRISM.8882","PRISM.8892","PRISM.8894","PRISM.8898","PRISM.8924","PRISM.8932","PRISM.8982","PRISM.8998","PRISM.9010","PRISM.9018","PRISM.9030","PRISM.9033","PRISM.9074","PRISM.9079","PRISM.9126","PRISM.9148","Validation.LLDeep_0001","Validation.LLDeep_0003","Validation.LLDeep_0010","Validation.LLDeep_0011","Validation.LLDeep_0012","Validation.LLDeep_0015","Validation.LLDeep_0018","Validation.LLDeep_0021","Validation.LLDeep_0022","Validation.LLDeep_0024","Validation.LLDeep_0026","Validation.LLDeep_0027","Validation.LLDeep_0028","Validation.LLDeep_0029","Validation.LLDeep_0030","Validation.LLDeep_0033","Validation.LLDeep_0034","Validation.LLDeep_0037","Validation.LLDeep_0039","Validation.LLDeep_0043","Validation.LLDeep_0047","Validation.LLDeep_0052","Validation.UMCG0333264","Validation.UMCG1180653","Validation.UMCG1576297","Validation.UMCG1705352","Validation.UMCG1708847","Validation.UMCG2023308","Validation.UMCG2136686","Validation.UMCG2739287","Validation.UMCG2788516","Validation.UMCG3243705","Validation.UMCG3299495","Validation.UMCG3321127","Validation.UMCG3595094","Validation.UMCG3748218","Validation.UMCG4000898","Validation.UMCG4081271","Validation.UMCG4268471","Validation.UMCG4722506","Validation.UMCG4789724","Validation.UMCG4851027","Validation.UMCG5113553","Validation.UMCG5308346","Validation.UMCG5437940","Validation.UMCG5613882","Validation.UMCG5792346","Validation.UMCG5921444","Validation.UMCG6047689","Validation.UMCG6054655","Validation.UMCG6262744","Validation.UMCG6628208","Validation.UMCG6720116","Validation.UMCG6738619","Validation.UMCG6868484","Validation.UMCG6966873","Validation.UMCG7115152","Validation.UMCG7198526","Validation.UMCG7563651","Validation.UMCG8089650","Validation.UMCG8255148","Validation.UMCG8438880","Validation.UMCG9119812","Validation.UMCG9189151","Validation.UMCG9830707"
"C00078",6437.38,450.929,5208.19,443.279,3287.04,1197.133,549.898,1103.151,3662.17,13828.6,3735.53,4961.52,579.215,800.252,3826.79,3550.75,1934.523,5789.28,2505.12,5554.85,6515.9,1902.958,5139.45,4894.27,6252.98,3490.93,6762.6,5514.48,3223.6,2875.64,4743.78,13086.35,2267.497,5912.47,3166.94,4741,3680.44,3986.65,3124.54,4494.51,6094.29,3891.16,3718.27,5443.9,1898.437,3630.57,2641.41,1752.579,8792.52,3414.02,9318.84,1094.932,10220.46,6958.7,6238.62,1667.678,6010.99,7937.01,480.533,1887.94,12924.92,5798.33,7741.03,6697.84,4473.13,8514.36,3137.17,3039.25,23667.1,8048.34,3940.66,4168.85,4730.93,7598.17,5786.44,10560.77,4747.59,6868.56,4549.46,11258.75,2936.51,7033.55,3474,5716.97,10003.7,5721.6,9524.45,2395.32,3750.4,6877.79,3783.4,2660.79,6871.23,5503.09,3900.85,10395.96,5947.45,3743.31,26890.7,2279.56,4165.54,974.9,413.742,176.6352,761.099,562.052,371.1033,2598.074,1795.362,1454.82,175.1067,10319.63,354.65,454.365,2682.429,673.905,811.73,2560.052,1690.421,1104.616,170.8875,744.581,434.971,452.89,2992.86,1134.699,2339.676,10236.06,352.239,6311.29,371.777,3016.04,11192.48,4419.62,157.71,6778.2,513.042,10120.45,1106.136,11712.42,15078.95,2494.805,951.995,1211.56,5377.55,618.766,2380.217,1381.117,187.9465,427.853,76.5108,3594.03,2875.32,5876.77,5444.41,5167.15,9424.09,5346.11,6383.17,4813.54,6972.66,4985.81,4131.82,7948.14,7793.4,9569.54,4484.44,4924.61,3442.4,7424.97,3906.49,7280.15,2985.03,9047.34,8684.57,5421.96,4420.12,7083.6,2423.31,1770.127,3484.61,2639.065,8342.56,4153.24,9538.01,5045.05,3060.52,5456.66,4600.09,10409.26,5792.45,8020.86,3919.27,5496.21,3802.43,2460.96,3378.17,11220,5733.4,8537.88,9784.14,6415.23,9012.59,1334.856,6409.81,5852.57,13438.52,6646.88,3559.55,4589.56,2972.91,4979.58,4343.73,2719.637,2379.8,2209.115,8395.66,6648.83,5512.3,3308.28
"C00079",40786.7,3647.13,37054.1,3154.18,20303.12,73354.3,1310.455,10399.78,28475.82,70736.1,48610.6,34207.9,2695.76,6323.82,25388.76,27833,22640.36,33651.8,58010.4,33557.9,46256.4,18086.72,39242.6,29334,55621.9,22988.5,39965.7,50815.6,22591.9,29332.6,41889.8,76942.1,27892.6,35851.9,25964.5,37268.9,23038,27171,27040.1,35917.9,39365.6,29698.1,47975.7,32028.39,12686.85,23578.81,23301.8,12827.24,61916.6,14935.2,86272.6,9007.52,71905.6,51800.3,19555.87,12954.44,45364.1,54475.6,3293.89,14283.12,62009.7,58969.4,74598.9,50137.9,29997.4,62374.3,27642.53,19502.72,96862,50593,23593.4,19667.02,27079.83,45969.9,38853.7,69528.1,29147.2,61729.1,29816.4,79345.6,30750.2,59064.2,42137.9,33189.1,55398.5,34597,30510.89,19440.33,31687.2,48872.3,35637.3,26337.51,37755.6,33255.6,25279.1,120355.1,50098.8,23784.32,22630.55,27997.8,15742.41,15969.09,3473.76,2862.08,7040.6,3169.58,3378.84,11299.08,4470.67,10748.94,785.295,28284.8,3483.1,2839.43,19367.13,19125.7,7957.66,18378.86,13473.5,7479.23,373.95,5728.62,1881.997,3467.144,4948.33,11614.32,15473.9,58020.8,9677.64,38146.7,6924.88,19521.51,44756.9,27893.7,7567.55,18961.2,3765.02,47875.8,15575.24,72903,49734.8,21337.4,14873.83,8904.53,30941.1,6875.92,23465.8,9748.88,7238.58,3983.15,176.7295,37298.7,16716.29,36379.8,30696.5,36140,60827.4,30719.8,48967.4,34198.8,49114.7,41911.1,37603.5,53451.7,56619.9,64635.5,31990.6,38524.3,23781.3,49520.7,27707.6,52891.3,24854,57895.3,50086,38371.2,28407.1,42690.4,17474.82,36990.7,24673.7,24534.6,73211.9,28824.6,49996.8,31179.5,23375.92,94734.7,27810.1,65155.8,32035,47876.6,24633,26145.5,23785.3,14305.4,54630.1,65803.4,41355.5,40339.4,59415.6,39837.4,58257.2,9290.32,94857.7,35547.6,83319.2,42723.9,25222.3,30298,22670.01,33799.5,34278.5,22459.3,64616,15118.29,53717.1,62799.2,38860.1,23430
"C00082",9740.37,1180.043,8314.42,998.714,5489.85,16335.2,165.3148,2981.032,7224.95,8437.73,12147.82,8065.22,661.053,1691.943,6711.67,6870.51,5672.51,9038.12,14220.23,7923.2,11758.9,1954.91,10000.06,7375.85,12991.34,6328.61,9998.8,12533.37,5475.24,8431.77,11067.73,13886.39,6680.44,8836.94,6953.1,9920.76,5812.83,6397.26,7730.97,9524.85,9787.01,8265.06,9694.58,7052.37,1428.311,6085.63,5987.68,3248.358,12399.46,1354.853,19166.54,2130.556,13271.24,12968.86,4102.65,2902.4,7911.33,12331.34,824.921,3419.65,449.8541,13511.89,15170.61,13214.77,6153.21,15360.81,7201.37,5370.95,13494.05,12308.93,6819.75,5361.28,6463.44,14828.74,10855.57,14072.19,7617.46,6788.66,7942.86,17306.95,8084.29,12592.28,10317.16,8172.95,14254.49,3501.7,13958.11,4771.74,10855.47,9440.8,10509.27,7114.05,9010.2,8067.01,6156.26,29579.13,11664.74,5360.51,1212.847,12351.46,5003.89,1397.723,903.732,719.072,1515.937,678.516,615.384,2148.474,1384.413,3347.22,196.4586,914.051,1015.368,757.361,4584.9,6506.25,1699.089,4542.4,2685.84,1655.502,168.7158,1214.285,827.407,777.441,1729.419,2524.914,3240.56,13551.48,1777.531,10269.99,1485.549,5204.1,10260.43,6011.63,702.787,4474.9,721.903,10930.58,2077.508,11336.73,7890.17,4839.27,239.6556,1733.92,5898.51,1200.167,5862.18,2618.38,428.229,1199.599,34.7386,10165.01,5782.54,10044.94,9242.94,10075.71,17784.01,7548.27,12695.52,9571.4,12001.27,10967.95,9990.37,14614.54,14630.78,15519.47,8393.94,10909.19,5915.01,13138.84,7309.45,14400.24,6351.03,16224.99,13145.04,10327.25,8577.24,9759.02,5260.56,2357.61,6284.13,5729.17,17291.77,7728.74,12349.24,7380.69,5855.11,39325.4,7442.17,16504.9,6960.87,12326.79,5522.54,5182.84,6047.29,3832.67,4559.76,16802.42,10878.96,9452.4,10061.62,10046.28,16779.04,2493.329,20837.4,9452.37,19449.79,10447.14,7735.76,7874.49,5067.08,9708.86,8280.52,5641.46,4574.7,4393.49,13250.57,15184.56,9166.59,6213.25
"C00099",52.3486,1e-28,46.2317,17.3103,76.673,41.8666,1e-28,70.9954,326.429,1660.27,232.986,50.9207,1e-28,23.059,293.527,54.0302,73.6073,653.261,579.216,597.381,67.1765,593.036,67.3784,208.647,127.283,48.3105,53.011,59.5425,67.5645,71.6968,70.8181,340.791,64.5836,136.36,41.647,60.9334,38.762,53.0167,40.7761,70.9548,168.014,45.1136,537.02,1379.13,2425.28,433.35,43.3947,1e-28,1e-28,2239.28,537.935,28.9986,658.724,457.106,51.3282,33.7684,26.046,649.478,28.5274,20.9113,48.3041,129.61,774.471,57.6577,212.945,134.242,23.6129,41.2961,1e-28,76.5968,1121.87,161.348,27.4577,193.738,533.732,1121.54,307.382,66.2816,109.144,203.705,30.4966,77.2419,93.9573,38.433,1137.62,9.61782,441.547,1e-28,668.158,70.785,110.582,27.4813,61.5037,17.4799,28.3571,517.319,66.8446,43.3679,15.1652,10.4585,889.55,160.846,15.1176,1e-28,1e-28,8.72952,1e-28,1e-28,152.561,190.158,23.9783,63.5294,12.9343,14.851,59.531,48.8177,16.9679,29.4892,12.2894,31.4463,34.6026,27.1371,40.2049,1e-28,103.736,6.17035,17.5169,347.583,1e-28,444.589,1e-28,21.9583,14.2501,36.3096,1e-28,194.332,1e-28,25.3092,0.0692786,161.52,478.968,46.0114,15.6158,6.73932,462.639,5.65318,105.108,17.6875,78.9138,176.272,1e-28,111.808,41.5074,161.716,13.6261,64.3719,1077.3,17.5679,59.1223,115.131,76.8747,65.0699,34.2758,95.0525,97.8264,112.598,89.2219,102.936,42.02,62.6317,33.403,65.7245,44.5451,1059.45,58.2713,81.4134,41.921,356.443,28.9616,460.825,28.8794,22.2432,694.03,84.1816,53.4342,0.13828,24.6031,667.526,24.4243,49.8935,55.8589,90.8177,24.782,14.4537,24.572,15.3659,322.377,78.8368,40.5617,125.21,646.159,184.675,86.0378,14.2314,66.6286,63.9743,117.62,71.5629,28.2454,34.7163,10.8678,84.5568,24.1494,98.8577,63.2968,29.9596,48.4954,522.89,72.1431,93.1131
"C00106",1143.26,65.0007,5492.72,167.95,7881.59,655.398,148.735,4016.22,7455.36,3543.5,3169.11,4959.81,635.196,746.786,2900.83,4899.07,7962.2,4946.62,2233.76,6936.22,7426.95,2738.2,5329.09,9142.31,7730.33,9616.45,4192.55,6145.34,4473.22,1882.39,6889.63,2266.75,3569.47,5426.5,2335.69,5687.56,3964.07,6826.36,9221.53,6370.23,2493.71,9214.37,2402.23,2481.8,3613.92,1380.64,14667.7,740.969,3371.91,1780.86,4451.65,1233.03,2665,7621.36,1631.66,1385.36,22.9687,4207.16,206.208,961.965,954.133,6069.32,9471.42,6471.91,2428.82,7171.86,2892.6,9339.21,1875.67,4018.97,2914.57,2658.56,3122.06,11520.9,8870.09,3123.54,6028.34,2811.08,2202.31,2469.8,8419.39,2489.92,7415.88,2583.87,5370.21,318.891,828.185,4159.03,3455.08,1555.16,3817.55,8109.91,6251.72,8841.57,2636.3,3708.24,4956.3,6690.27,523.932,484.402,1396.55,4175.85,207.261,33.4154,331.119,414.466,1e-28,1304.38,140.151,997.782,48.4828,80.5567,752.029,592.906,1074.44,1083.33,847.623,1006.47,234.106,3557.4,1009.81,592.875,66.1236,495.735,371.195,1114.05,808.939,2529.44,548.965,3931.13,49.0632,775.858,1475.19,2663.35,1e-28,915.308,677.135,1248.83,1121.73,2335.38,3679.9,2319.98,583.711,378.993,2993.85,611.893,374.175,1262.75,13.2516,668.203,88.907,895.194,1185.57,1564.19,86.3907,5696.61,6239.59,1782.89,5552.46,11678.6,6767.56,5403.99,5957.08,17456.5,4559.7,3334.62,7197.89,7006.57,4547.93,9168.33,1391.97,12148.5,8387.19,7986.08,10415.1,8609.18,5684.54,3182.2,5942.31,2070.98,6875.65,2066.09,4897.71,2818.46,2554.75,755.281,3095.85,6038.03,2236.87,1632.93,2534.53,4106.42,1918.92,571.633,5312.53,1859.65,942.998,5619.07,3561.18,5634.71,2178.09,7537,6918.3,4469.57,2336.92,5641.21,2601.88,6738.93,7232.83,5793.15,3269.23,7346.62,717.205,2622.76,2291.12,7059.78,2972.49,6973.97,4201.74,2831.2
"C00114",6458.45,9817.1,24272.5,3455.29,6105.21,66029.1,18504.7,5632.41,4991.57,3681.75,17010.9,6918.63,30146.7,6442.36,17101,5261.92,5219.38,12114.1,13029.9,25859.3,2783.58,18166.4,12133.8,17079.6,11736.8,12967.1,3655.14,4627.32,31617.5,4359.23,3346.07,45599,12852.7,18843.9,18933.1,2124.57,49082.1,8302.7,2048.26,13899.2,20242.2,7883.35,15246.5,13644,4703.87,4767.6,6507.58,23251.7,70770.9,2673.21,30148.3,5109.97,44684.3,24163.9,53208,5954.09,34922.7,28704.4,1253.72,4781.83,62556,7284.78,4630.93,14593.6,10853.2,9027.08,6883.43,18370.7,40612.6,6441.65,12923.9,12534.9,6188.53,26339.9,3938.3,54438.3,10596.3,1051.8,7756,63422.3,3773.25,29076,3113.82,7931.1,58534.4,50971.7,2999.11,21678.8,8496.04,94243.4,22609.7,2223.33,17974.3,20110.9,6243.21,57306.3,9282.96,7375.21,18349.1,2954.28,9837.6,57800.4,35133.1,15630.1,5993.98,4086.94,7287.52,20921.5,18449.2,10986.6,4237,1402.95,6289.86,23801,15448.1,8314.73,7502.38,11575.2,3627.29,16760.3,2446.43,9576.55,4440.82,2142.61,2378.87,2318.54,7344.37,11899.8,6964.98,21730.5,14225.2,67689.6,32122.7,8940.24,1974.34,19285.1,7089.87,65478,32124.1,55518.4,28053.6,5109.52,10989.7,3664.95,34209.8,1618.65,19913.2,10864.3,2774.37,11510.3,8955.79,2674.87,5146.28,15578.9,9508.66,19463.1,24550.9,26859.3,9987.22,15441.3,51850,20962.9,15913.1,20535.1,12899.9,35704.1,21859.4,10659.9,27961.6,24618,7889.77,8585.09,20270.1,14341,12708,54651.9,6630.38,13514.5,8436.07,13763.4,10859.1,31248.3,17447.2,15779.3,14992.5,27340.8,9748.03,15638.8,6984.51,2507,31405.3,12394.4,29950.2,57360.8,6623.96,24774.8,25593.3,5134.08,11363.5,9336.77,25328.5,11256.4,8467.72,10564.8,18353.9,22354.3,7659.35,21248,21335.4,8761.88,28078.2,5852.19,9202.85,14892.3,44484.2,4498.24,15910.5,45424.3,15655.6,9099.24
"C00118",8.16617,19.6743,4.07029,24.172,7.76224,6.35739,166.857,15.4275,27.8963,52.2205,144.844,10.7891,986.043,47.2604,4.43757,13.2248,1e-28,23.5929,75.4116,92.9801,8.4266,113.505,15.872,16.309,8.30445,7.51414,10.1281,1e-28,12.5062,5.76998,1e-28,2985.79,6.56763,108.963,3.22391,10.0107,47.1097,46.8914,1e-28,13.1388,8.84928,9.44574,11.49,14.345,16.3597,5.52829,5.09346,117.564,31.2416,165.057,5.73054,895.277,2.91617,3.86598,113.737,186.462,17352.5,4.50058,14.8911,217.27,446.784,33.3066,6.13641,11.1088,35.623,16.1903,2.80175,228.688,734.887,1e-28,10.1554,17.4554,18.1417,11.8459,5.42145,9.6814,23.4911,2.54268,6.96241,947.353,15.3044,10.949,10.0496,7.44549,7.46417,465.482,28.0242,392.89,39.2614,93.2184,18.4833,22.3407,138.905,23.44,5.54458,26.9489,29.3452,9.98355,52750.3,74.298,2.39721,8.13724,60.5985,117.589,113.955,40.2632,4010.72,39.6671,141.816,20.2431,90.2613,83.9418,24.6309,175.724,57.3049,12.643,171.069,30.2184,437.171,324.072,599.685,341.187,63.0768,9.66739,381.517,192.657,40.112,663.9,325.506,9.27292,420.734,224.745,875.771,30.4207,25.2288,254.192,14.0064,99.9991,4.64426,112.844,189.491,90.4518,156.238,75.6418,112.415,522.552,672.505,88.5106,124.824,1832.63,16.1927,31.4828,71.4446,25.4322,171.308,7.37483,1e-28,40.598,1e-28,16.9607,12.6783,11.2282,3.53361,10.1298,14.617,14.1247,25.0932,1e-28,111.477,89.2806,3.31917,9.54542,14.3632,18.7182,20.4079,33.2977,69.4596,56.972,15.9501,205.426,27.9672,1e-28,39.7296,55.4636,8.50542,32.3002,29.4756,31.0404,54.9608,9.62741,14.9364,18.3444,58.8415,86.2975,65.6546,162.639,27.6283,54.3432,1e-28,34.9266,79.7131,97.4125,8.6211,15.3428,107.375,134.992,18.3812,40.5534,28.9765,1e-28,91.1176,11.0163,4.98676,12.473,102.829,731.722,439.927,519.033,27.4103,25.4886
"C00123",52349.4,2812.679,58067.5,2984.63,27608,60671.3,1564.034,9509.5,33644.53,42195.7,49606.1,45967.1,1524.553,4306.45,35047.11,31266.7,33654.69,40787.1,39034.6,39700.1,51225.7,33552.78,44491,38559.5,57296,28709.7,48959.2,49478.9,27875.8,29097.13,58335.1,101995.7,38729.3,44825.4,34211.1,48144.9,25226.03,32436.5,40450.2,41822.3,45530.7,38064.1,58589.4,40739.8,17186.93,28579.69,32934.59,17194.25,62605.2,20087.88,97118.8,7531.46,77199.6,56475.6,40347.9,11457.39,51091.4,56140.2,3563.82,12868,66552.5,61873.6,51757.2,63256.9,31935.7,67903.5,37404.61,27672.4,108771.3,61633.8,36650.41,18677.76,36478.24,40251.4,52023.1,97794.3,39673.4,69510.9,61864.8,104987.4,46680.3,64476.7,52886.3,39507.9,68730.7,45334.8,22488.08,27207.45,32761.96,65431.4,35730.6,36187.54,42960.5,44434.1,29244.6,112867.2,57407.1,33936.7,30780.96,20694.66,22584.06,17018.3,2977.51,1090.423,6617.25,2824.773,2421.63,12352.42,1530.634,7810.57,559.693,36907.1,2569.9,3482.58,16513.64,3132.77,7212.73,16631.18,11491.39,8810.88,320.335,4773.49,1407.079,2742.234,2071.24,10301.47,15727.95,51207.2,13058.71,63785,6796.42,24043.8,45500.59,27091.8,5513.21,18844.4,3890.41,49959.5,7368.87,71598.5,35490.3,22905.37,6356,7537.33,40766.5,6545.24,24933.93,10241.75,5340.2,1184.953,192.8355,51450.6,25333.7,51560.5,43186.3,47738,69419.6,41261.7,67892.8,48385.8,63623.9,58897.3,51466.8,70874.9,74105.4,68768.5,44325.1,56796.3,34020.6,71001.1,38114.7,70645.8,35427.6,61591.4,63037.4,53102.7,41056.6,43296.6,26547.97,21766.45,39313.4,33209.7,74711.7,43563.1,56147.2,45353.2,33319.55,51570.2,34218.9,69310.7,65803.6,58674.1,29685.8,39719.87,32487,25969.24,56783.5,68978.9,63393.6,50308.4,72753.7,51560.7,75091.5,17267.42,87733.7,40239.1,101264.3,57580.5,43173.9,41367.9,35051.48,42671,49163.2,36829,60024.6,20355.31,61945.4,68948.7,51554.5,30680
"C00134",214.978,19.5963,308.409,335.338,511.117,319.215,117.212,154.091,768.914,1663.54,2059.66,316.499,19.3314,14.0827,341.512,156.455,85.6737,753.319,2541.39,972.299,309.37,2672.49,165.498,379.951,737.681,390.609,122.313,28.6452,301.089,86.3443,353.491,133.023,223.183,807.376,278.046,481.133,517.952,443.759,93.3211,780.71,185.438,441.78,4316.76,3271.07,3022.52,650.601,257.613,1586.29,1327.54,3156.93,403.89,26.9435,1032.27,2159.91,2887.66,24.4202,301.402,2770.65,1e-28,1e-28,42.176,45.5293,993.711,36.4281,428.241,217.641,12.8593,250.282,228.62,118.424,1961.98,1000.2,1741.44,192.795,2921.44,777.021,299.993,791.477,1257.65,888.17,26.4259,193.872,139.197,12.4405,2341.89,1176.43,4144.67,346.445,867.055,255.802,662.248,683.398,199.033,64.2901,764.491,1779.93,459.427,227.117,141.146,1640.84,224.646,1991.79,1e-28,82.2359,1e-28,25.4889,169.494,100.501,413.332,164.086,34.5159,55.4623,1e-28,66.4292,9.38704,246.054,49.5261,1e-28,1e-28,15.4031,26.7363,30.2848,100.295,7.29599,199.132,1e-28,1e-28,656.57,541.765,206.072,541.277,689.624,1355.87,212.398,294.868,46.2405,1e-28,601.33,296.139,591.513,1534.43,12.0181,472.876,18.7645,1907.96,1e-28,3364.97,1e-28,140.266,374.717,31.3377,1394.85,504.92,460.486,180.355,203.245,107.389,183.467,208.064,304.152,254.857,130.592,35.4132,130.075,63.2482,50.5167,364.715,176.508,324.659,168.297,88.4611,284.507,145.499,594.845,281.906,241.37,292.331,1929.46,427.727,2215.65,197.575,58.3551,1546.9,257.87,249.669,234.424,265.653,1845.12,83.4477,71.7611,1207.17,452.717,35.4233,549.29,297.626,579.246,1890.27,726.82,330.646,1572.55,1365.03,208.859,227.645,72.9573,107.938,2244.89,646.932,530.733,1058.07,404.748,141.192,970.281,201.372,463.83,2957.18,75.5086,128.054,2747.71,525.857,456.278
"C00135",216.059,135.477,76.2215,65.3455,130.409,22.6219,369.255,102.406,118.885,63.2438,460.257,115.33,74.369,56.2155,46.4988,139.184,71.6302,100.883,129.372,582.707,80.2993,362.564,302.631,46.7203,208.979,478.948,1075.96,513.285,59.5451,188.935,1058.63,1765.61,182.632,92.887,138.161,887.477,394.366,849.565,429.783,706.23,1054.93,109.788,427.619,210.94,351.603,328.517,127.531,67.2414,1363.01,186.483,1861.46,254.837,1248.24,362.505,796.004,256.506,362.052,1394.27,92.0452,262.235,2918.86,187.445,128.85,489.872,988.363,116.983,124.077,50.3969,980.751,138.498,200.62,114.141,208.278,257.365,189.143,1353.9,532.923,2891.13,90.391,1061.98,32.6387,132.719,47.7432,83.6419,267.327,168.672,188.354,52.8006,58.0101,297.668,356.131,28.2095,54.0213,523.591,87.4535,2083.65,59.546,1e-28,1825.22,519.076,297.881,1406.18,58.8339,163.049,240.409,103.66,335.273,2192.33,48.8356,176.307,76.8226,636.053,114.925,66.6332,263.273,109.687,158.284,473.371,210.33,177.542,50.0967,105.229,72.1423,84.7458,137.33,588.616,372.929,549.924,63.4692,187.613,1419.36,325.406,107.392,567.974,364.188,357.712,114.68,324.897,87.278,1208.5,839.033,832.065,167.38,219.039,138.494,120.927,816.358,355.974,1317.26,82.2801,38.0539,193.667,66.4285,391.127,155.752,57.7646,1360.69,124.365,159.842,68.208,112.149,23.2049,74.7,274.647,628.604,424.702,63.1383,149.004,36.6716,877.569,94.5038,758.765,50.2984,453.154,202.363,127.645,389.877,549.326,81.9323,595.151,29.4459,17.0999,656.84,709.706,143.002,1262.7,44.9416,178.087,431.937,1534.23,269.519,315.762,110.279,667.075,47.3402,235.712,2254.96,2580.04,1081.99,763.757,66.4326,211.546,931.577,91.4607,454.601,510.504,505.611,192.48,970.218,1361.64,117.38,220.173,420.315,194.076,36.8909,284.495,205.728,374.321,197.104,123.955
"C00141",1288.08,11.1852,1757.35,7.63654,170.585,168.654,1e-28,59.1738,194.281,72.2438,62.9857,822.653,2.26829,1e-28,334.93,456.433,1258.06,386.922,74.5806,757.936,1845.52,432.174,584.274,902.041,880.309,193.374,477.112,834.057,570.405,404.056,388.609,141.67,703.298,1185.33,314.029,431.684,227.111,30.7706,613.56,1050.23,561.838,146.457,35.8661,529.766,320.235,351.041,1163.29,352.434,334.395,546.841,70.767,51.5274,2100.3,53.807,118.405,58.0239,7.15913,141.611,23.794,31.716,226.916,2042.02,135.902,1067.1,248.733,1315.14,883.553,335.791,68.0262,1107.54,239.038,300.662,279.421,1097.96,399.839,33.4606,203.456,851.816,644.699,199.606,847.902,1609.77,2656.4,686.931,383.336,19.0924,37.3605,356.452,210.069,46.171,48.6648,717.664,330.202,843.147,339.674,1125.11,743.33,388.799,117.406,18.1637,165.696,29.7461,6.12213,11.027,71.6054,17.1197,8.93089,19.9965,1e-28,16.6736,1e-28,16.7792,23.2258,8.86851,24.6539,11.2726,23.7805,88.6968,55.2389,12.8946,7.05843,23.1724,1e-28,15.3801,17.6471,914.886,56.7643,34.775,4.78683,116.361,5.70997,91.3448,72.7555,16.0096,1e-28,17.8422,44.674,141.322,14.2019,329.305,667.95,220.417,13.2144,98.2302,339.263,30.2421,15.8906,36.0066,9.92864,1e-28,1e-28,16.5583,28.1584,62.8241,37.5543,554.694,159.813,186.681,315.439,501.787,592.876,554.061,500.594,143.589,409.765,429.465,416.201,126.024,133.067,211.812,215.117,228.843,465.355,427.465,120.419,326.601,554.506,54.7894,1e-28,23.9188,186.353,290.661,211.541,125.431,85.5571,86.0313,70.8068,49.0664,56.2711,139.904,12.8664,483.467,13.7363,27.4849,47.6578,49.2622,88.8166,260.375,780.502,92.9005,80.5518,208.528,430.438,134.905,127.282,92.5123,222.187,128.085,74.7058,296.018,72.8524,222.309,34.4673,87.5144,109.091,163.205,402.127,209.029,160.089,43.8495
