"","PRISM|7122","PRISM|7147","PRISM|7150","PRISM|7153","PRISM|7184","PRISM|7238","PRISM|7406","PRISM|7408","PRISM|7421","PRISM|7445","PRISM|7486","PRISM|7496","PRISM|7506","PRISM|7547","PRISM|7658","PRISM|7662","PRISM|7744","PRISM|7759","PRISM|7762","PRISM|7776","PRISM|7791","PRISM|7843","PRISM|7847","PRISM|7852","PRISM|7855","PRISM|7858","PRISM|7860","PRISM|7861","PRISM|7862","PRISM|7870","PRISM|7874","PRISM|7875","PRISM|7879","PRISM|7897","PRISM|7899","PRISM|7904","PRISM|7906","PRISM|7908","PRISM|7909","PRISM|7910","PRISM|7911","PRISM|7912","PRISM|7938","PRISM|7941","PRISM|7947","PRISM|7948","PRISM|7955","PRISM|7971","PRISM|7989","PRISM|8095","PRISM|8096","PRISM|8101","PRISM|8106","PRISM|8129","PRISM|8226","PRISM|8244","PRISM|8264","PRISM|8275","PRISM|8283","PRISM|8332","PRISM|8336","PRISM|8361","PRISM|8374","PRISM|8377","PRISM|8406","PRISM|8441","PRISM|8444","PRISM|8447","PRISM|8452","PRISM|8458","PRISM|8462","PRISM|8464","PRISM|8466","PRISM|8467","PRISM|8475","PRISM|8480","PRISM|8483","PRISM|8485","PRISM|8496","PRISM|8502","PRISM|8503","PRISM|8511","PRISM|8513","PRISM|8515","PRISM|8523","PRISM|8534","PRISM|8537","PRISM|8550","PRISM|8564","PRISM|8565","PRISM|8573","PRISM|8577","PRISM|8589","PRISM|8591","PRISM|8592","PRISM|8605","PRISM|8624","PRISM|8628","PRISM|8629","PRISM|8667","PRISM|8675","PRISM|8683","PRISM|8692","PRISM|8696","PRISM|8728","PRISM|8734","PRISM|8735","PRISM|8746","PRISM|8749","PRISM|8753","PRISM|8754","PRISM|8758","PRISM|8764","PRISM|8765","PRISM|8774","PRISM|8776","PRISM|8778","PRISM|8783","PRISM|8784","PRISM|8785","PRISM|8788","PRISM|8789","PRISM|8794","PRISM|8795","PRISM|8800","PRISM|8802","PRISM|8803","PRISM|8805","PRISM|8806","PRISM|8807","PRISM|8809","PRISM|8815","PRISM|8841","PRISM|8843","PRISM|8844","PRISM|8846","PRISM|8847","PRISM|8849","PRISM|8878","PRISM|8882","PRISM|8892","PRISM|8894","PRISM|8898","PRISM|8924","PRISM|8932","PRISM|8982","PRISM|8998","PRISM|9010","PRISM|9018","PRISM|9030","PRISM|9033","PRISM|9074","PRISM|9079","PRISM|9126","PRISM|9148","Validation|LLDeep_0001","Validation|LLDeep_0003","Validation|LLDeep_0010","Validation|LLDeep_0011","Validation|LLDeep_0012","Validation|LLDeep_0015","Validation|LLDeep_0018","Validation|LLDeep_0021","Validation|LLDeep_0022","Validation|LLDeep_0024","Validation|LLDeep_0026","Validation|LLDeep_0027","Validation|LLDeep_0028","Validation|LLDeep_0029","Validation|LLDeep_0030","Validation|LLDeep_0033","Validation|LLDeep_0034","Validation|LLDeep_0037","Validation|LLDeep_0039","Validation|LLDeep_0043","Validation|LLDeep_0047","Validation|LLDeep_0052","Validation|UMCG0333264","Validation|UMCG1180653","Validation|UMCG1576297","Validation|UMCG1705352","Validation|UMCG1708847","Validation|UMCG2023308","Validation|UMCG2136686","Validation|UMCG2739287","Validation|UMCG2788516","Validation|UMCG3243705","Validation|UMCG3299495","Validation|UMCG3321127","Validation|UMCG3595094","Validation|UMCG3748218","Validation|UMCG4000898","Validation|UMCG4081271","Validation|UMCG4268471","Validation|UMCG4722506","Validation|UMCG4789724","Validation|UMCG4851027","Validation|UMCG5113553","Validation|UMCG5308346","Validation|UMCG5437940","Validation|UMCG5613882","Validation|UMCG5792346","Validation|UMCG5921444","Validation|UMCG6047689","Validation|UMCG6054655","Validation|UMCG6262744","Validation|UMCG6628208","Validation|UMCG6720116","Validation|UMCG6738619","Validation|UMCG6868484","Validation|UMCG6966873","Validation|UMCG7115152","Validation|UMCG7198526","Validation|UMCG7563651","Validation|UMCG8089650","Validation|UMCG8255148","Validation|UMCG8438880","Validation|UMCG9119812","Validation|UMCG9189151","Validation|UMCG9830707"
"K00011",0.478,0.246,0.633,8.563,1.197,0.037,0,0.406,1.13,4.367,1.146,0.877,0.98,0.287,5.478,5.135,21.326,2.309,2.089,2.345,33.332,25.512,4.012,4.014,6.447,3.347,14.398,4.551,6.364,8.807,5.318,0,5.03,5.318,4.702,1.415,7.472,9.822,9.194,1.748,3.427,2.174,0,0.555,0.585,7.51,5.244,1.11,0,0.116,7.739,0,4.115,8.235,4.96,3.71,0.104,2.275,3.399,3.548,0,5.99,0.044,0.042,0.153,13.613,5.26,2.854,0,5.667,9.113,2.158,0.772,0,1.83,0,2.909,0,0.411,0,5.6,0,2.559,0.07,0,1.9,3.828,0.148,16.982,0,9.507,2.94,1.822,1.967,6.47,0.89,4.224,7.031,0.291,0,0.54,17.972,0.9,1.287,1.517,1.124,3.679,0,0.245,0.164,4.466,9.798,2.455,2.547,5.48,4.495,1.706,1.388,7.187,1.116,6.156,1.511,1.987,0.553,0.188,0.137,4.48,0.073,0,0.049,0,0,1.851,1.782,0,3.624,2.686,4.432,5.331,3.309,0,0.41,0.047,1.21,30.194,0,2.262,0.881,4.271,2.193,0.662,22.768,1.201,3.292,0.221,5.295,1.607,1.202,5.068,5.806,6.74,8.117,4.283,5.185,8.585,2.515,4.819,3.8,4.111,14.345,1.188,10.488,2.625,7.215,7.646,6.149,4.191,14.376,5.04,0.793,5.251,3.507,5.192,18.37,2.248,0,5.899,2.183,0.456,6.824,15.518,5.199,16.177,0,2.863,2.698,7.139,2.786,0.393,0.113,2.612,44.236,5.669,1.724,4.097,0.989,4.511,2.289,1.623,9.595,9.325,1.232,0,16.956,4.178,0,6.151,4.956,3.47,1.782
"K00012",8.769,19.683,42.539,66.264,14.548,7.424,30.404,52.443,20.711,33.491,14.667,3.569,25.794,14.992,5.034,30.52,25.543,44.36,5.157,6.109,16.892,3.196,43.216,22.238,32.292,45.367,25.894,37.677,19.466,6.416,16.138,14.444,25.285,7.324,10.302,16.851,21.616,21.959,32.179,28.491,14.46,33.991,46.24,8.413,125.597,13.333,31.608,7.772,94.774,24.985,4.722,15.851,12.424,19.92,35.137,18.914,71.796,5.406,36.555,22.878,1.184,16.742,32.575,26.992,17.711,151.45,65.879,19.441,1.757,29.021,13.941,11.252,46.651,41.005,59.563,0,18.378,76.676,7.985,1.256,14.808,18.674,21.395,2.136,13.044,0.288,87.245,6.778,10.113,5.162,10.486,19.343,17.12,6.855,8.832,1.305,15.126,11.821,138.449,35.211,8.985,20.272,15.988,27.823,13.056,27.587,17.701,0.343,9.852,46.128,32.155,0,25.432,27.594,23.687,12.053,48.617,25.957,34.62,32.317,20.324,12.674,22.964,49.199,15.724,12.146,46.194,22.851,48.403,23.885,39.2,43.081,26.265,21.546,17.877,5.849,51.432,111.184,41.739,9.158,6.119,24.403,52.522,16.368,9.56,20.977,53.143,12.38,36.813,16.644,12.781,7.729,9.186,31.286,28.215,7.986,18.834,10.324,41.308,12.052,12.932,34.325,32.092,8.75,23.382,4.748,18.939,16.501,47.608,12.926,32.434,17.162,20.533,11.929,7.315,20.371,9.172,60.441,3.115,28.443,9.056,26.551,16.912,21.296,7.383,64.034,21.052,16.659,23.252,11.132,4.051,31.842,8.605,8.003,5.364,19.669,3.056,33.594,57.396,27.514,10.996,16.444,19.493,5.736,27.562,3.991,21.433,10.122,15.16,19.037,6.655,5.371,13.554,12.071,3.391,7.535,40.507,17.443,12.113,17.266
"K00013",171.801,170.051,155.437,172.994,167.633,160.043,131.54,142.06,195.164,129.951,231.891,301.311,173.138,138.333,207.739,181.474,180.962,191.966,216.033,267.084,193.753,244.78,166.916,140.477,189.05,209.167,240.11,192.275,175.097,176.135,188.515,23.357,176.295,251.229,182.175,175.405,196.032,236.473,184.841,195.11,179.447,170.332,135.982,156.804,169.626,188.421,221.359,132.514,97.281,201.253,140.196,168.016,124.229,208.215,94.141,171.259,54.618,149.744,195.841,205.531,16.17,203.765,163.296,159.936,192.417,245.011,187.741,194.057,9.852,176.843,204.068,172.053,179.319,177.686,127.876,1.56,192.485,104.645,151.872,4.584,165.504,200.233,168.014,188.76,92.683,91.145,177.749,97.006,154.801,83.566,225.418,188.006,184.344,148.763,195.215,59.011,164.222,186.099,29.33,150.909,164.787,223.285,174.368,175.839,184.125,156.303,130.562,18.328,145.768,183.741,200.35,197.05,157.042,166.417,183.872,206.69,166.411,152.81,190.137,161.502,215.533,216.469,195.45,164.914,199.806,115.944,181.244,140.813,104.08,201.752,84.228,124.419,86.303,154.425,125.899,201.385,145.222,172.417,173.345,100.305,273.19,188.511,203.798,142.214,148.485,122.084,162.931,195.07,203.413,174.78,192.394,127.485,224.475,169.929,185.746,157.62,139.488,137.472,149.976,173.883,158.349,150.734,108.273,135.088,167.062,158.322,162.642,175.205,156.256,164.427,134.101,207.68,158.352,132.678,216.306,159.342,152.91,239.883,189.472,110.792,154.884,127.159,162.062,179.768,138.441,151.484,177.21,137.391,175.663,173.319,132.328,193.889,171.373,70.732,183.395,134.856,178.619,152.467,141.696,125.919,172.775,181.973,216.196,186.229,177.385,183.821,156.76,190.78,172.22,167.439,154.667,163.888,130.142,128.817,140.5,151.184,164.14,82.662,146.496,148.913
"K00014",58.999,156.953,94.122,211.324,186.138,48.567,194.872,79.841,189.893,171.489,211.297,143.428,86.812,116.186,260.495,243.725,289.863,249.698,173.732,278.846,247.806,157.755,129.611,170.57,183.624,199.041,254.388,295.346,207.549,260.251,217.469,23.039,146.126,187.957,160.225,183.867,236.943,294.4,166.084,230.348,318.135,144.038,189.546,230.226,141.155,226.952,294.075,114.717,105.972,49.718,147.059,83.068,124.792,294.19,89.132,81.934,81.792,144.879,152.614,183.846,3.678,303.89,150.236,209.994,193.974,269.494,204.425,150.057,20.679,155.344,254.174,217.768,142.828,151.162,124.448,6.225,228.379,54.284,260.199,8.822,187.433,262.431,141.622,63.068,35.105,370.979,275.909,152.557,164.773,20.365,227.536,176.108,304.135,279.321,347.517,38.988,207.028,168.804,28.699,64.602,196.561,283.221,107.009,188.556,114.636,120.87,147.787,93.631,58.06,102.103,138.274,135.699,123.558,109.721,154.569,152.025,114.274,82.487,195.94,77.275,126.566,73.46,212.28,119.042,191.171,55.808,88.759,334.859,94.069,190.12,117.753,159.22,314.829,76.934,25.512,192.568,69.139,162.129,83.779,68.569,164.346,79.132,77.556,101.37,183.194,55.694,63.676,99.971,232.883,59.952,57.339,108.658,95.8,162.848,109.613,165.26,113.751,200.747,119.721,236.646,144.763,168.591,123.1,148.571,234.093,329.376,272.147,178.631,224.047,255.446,128.351,234.008,149.96,271.235,157.365,201.411,232.127,336.976,162.078,126.07,182.808,145.951,307.596,182.836,138.411,201.79,153.458,87.252,130.908,116.619,119.347,188.854,193.968,140.232,148.364,82.467,136.611,172.616,104.535,191.218,225.007,227.474,254.553,258.092,214.703,336.615,171.125,192.57,271.741,188.305,142.457,205.173,144.186,195.966,121.859,34.64,256.994,80.652,243.309,199.434
"K00015",0,0.793,0.859,0,0,0,0,2.531,0,0.187,0,0,2.882,1.502,0,0,0,0.49,0,0,0,0,1.259,0,0,0,0.275,0,0.288,0,0.289,0,2.049,5.577,0,0.346,0,0,0.08,0,0,0.412,19.43,0,0,0,0,1.281,0,0,0,0,0,0,3.758,0,0,1.126,2.761,0.927,20.569,0,0,0,0,0,0.494,0,0,0,0.103,0,0,0,0,0,0,1.013,0,0,1.276,0,0.669,0.037,0,0,0,0,0,0,0,0,0,0,0.508,0,1.597,0.059,0.063,3.678,0,1.111,2.77,0,3.218,0,0,18.233,0.378,0,1.689,0.283,0,2.923,2.392,0,1.588,0.667,0,3.403,1.259,1.906,0,6.203,0,1.566,0,0.045,0,0,0.052,0,0,4.435,0,0,12.338,0,3.413,0,0,1.586,2.018,0.635,5.121,1.227,0,0,0,0.072,0.761,0.484,2.476,1.547,2.06,0,0,0,1.151,0,0,0.705,0.936,0.373,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,2.248,0,0.559,0,0,0,0,0.794,0.18,0,0.173,0,0,0,5.435,0,0,0.464,1.526,0,0,0,0,0.065,0,0,1.23,0,3.282,0,0,0.066,0,0,0,0,0,0,0
"K00016",52.144,123.617,60.309,117.681,130.125,116.743,315.825,70.483,117.092,170.969,148.61,298.45,87.741,62.326,193.926,151.785,213.154,209.991,122.152,258.316,211.614,382.58,92.375,156.417,122.795,151.944,192.272,170.7,127.683,173.652,185.879,30.598,130.985,267.106,88.015,114.68,188.164,170.67,172.009,182.182,203.349,119.91,184.848,207.445,47.209,187.457,216.89,138.272,51.552,71.953,92.682,49.453,196.508,200.392,92.071,60.314,72.899,137.537,98.792,107.363,597.912,189.498,102.326,191.212,165.16,161.313,121.402,158.179,40.157,111.974,207.06,206.62,113.592,158.095,101.515,12.39,136.614,58.526,191.942,5.038,120.571,264.896,118.611,183.457,27.584,156.469,124.902,189.574,161.057,97.846,211.999,166.698,180.95,149.03,247.916,36.119,121.612,121.054,181.589,78.94,204.135,263.782,89.259,135.884,71.753,101.004,124.321,86.185,30.585,64.551,135.661,402.731,114.544,75.762,111.758,103.526,77.016,73.613,117.611,75.446,82.105,90.306,139.781,85.747,142.84,40.125,87.319,174.892,118.118,175.299,99.041,161.8,106.63,55.041,3.874,167.345,67.999,283.796,44.691,61.045,311.254,73.783,104.211,111.211,246.829,63.224,98.829,89.008,228.71,88.769,147.377,207.243,71.533,122.037,82.27,131.84,94.932,159.675,120.956,164.341,128.735,128.884,87.744,146.113,202.75,194.648,162.271,156.248,163.359,171.138,121.777,241.382,136.24,174.138,252.984,170.279,156.753,368.173,184.981,122.435,160.893,83.472,198.169,189.267,136.257,132.417,126.384,80.969,156.448,199.482,153.327,158.205,207.511,153.162,227.851,166.077,98.416,111.412,148.731,191.346,246.891,199.464,270.591,233.492,172.478,234.549,134.247,187.033,234.285,137.018,227.433,160.14,151.068,163.687,387.176,115.634,141.424,60.238,163.124,150.329
"K00018",0.749,15.162,12.575,35.318,24.774,0,0.711,30.056,13.784,0.045,28.059,41.079,11.443,8.228,1.606,8.343,0.879,22.724,3.095,16.766,4.672,0,18.433,9.469,27.171,3.84,6.176,11.278,7.031,1.735,44.231,0,11.614,3.471,22.254,10.506,8.784,22.939,14.418,17.234,36.547,12.852,2.179,1.554,16.873,10.665,27.959,0,0.473,0,15.695,2.589,1.131,10.234,11.161,7.207,0,9.764,27.593,26.528,0,1.315,8.377,6.528,11.39,23.909,27.214,2.383,0,5.63,7.866,0,21.999,2.187,13.321,0,0.563,80.244,0,3.318,27.451,38.324,42.69,1.131,13.672,0,1.813,0.698,2.375,0.757,2.03,44.526,10.089,0,0.295,4.368,5.192,47.085,0,15.763,0,0.51,15.657,16.325,5.166,22.111,11.034,0,3.721,24.816,23.185,0,19.981,7.516,28.182,4.491,12.967,21.801,17.838,23.262,6.81,6.073,5.203,36.973,30.218,2.726,45.825,14.599,0.008,2.797,0.582,0.009,7.814,8.071,0,0.245,16.757,0.036,11.02,18.659,0.195,3.39,7.644,21.724,0.15,4.835,22.999,22.897,9.383,11.894,3.197,0,5.083,10.325,12.535,10.878,32.445,16.191,15.166,11.515,17.248,7.707,9.671,50.344,22.045,14.02,10.72,37.455,0.5,1.533,15.934,25.801,1.437,0.184,9.883,13.819,7.912,0.246,2.316,15.167,4.402,2.927,7.345,17.113,1.02,0.436,11.3,22.047,9.246,2.331,39.066,13.863,4.915,1.831,3.905,10.226,0,6.421,16.816,2.592,0,2.987,56.456,49.172,5.268,0.185,19.648,19.13,4.175,9.217,10.743,3.784,5.945,3.233,0,0,1.07,4.652,30.399,6.728
"K00019",0,0,4.786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,18.588,0,0,0,0,0,0,0,0,0,1.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343,0,0,0,0,0.181,0,0,0,0,0
"K00020",0.359,0.297,0.16,5.385,0.966,0.645,0.202,2.594,0.101,0.381,0,0.043,0.583,0.226,2.551,4.435,18.482,0.335,0.316,0.454,24.758,11.853,3.286,1.291,3.133,1.91,8.799,1.296,4.792,6.526,1.426,0,8.387,4.161,2.38,1.004,4.047,7.232,9.408,0.948,1.157,1.682,0,0,0.333,0.941,4.338,53.038,0.065,0,3.661,0.55,0,4.481,0,1.779,0,0.059,3.836,2.963,0.176,5.548,0.806,0.573,0.162,2.785,1.547,4.046,2.014,0.557,5.814,0,0.972,0,0.088,0,0.538,0.22,0,0,3.181,0,1.059,0.535,0,3.574,0.559,0,12.119,3.132,1.233,5.101,0,0.369,4.5,0.346,0.41,4.954,0.077,0,0.597,4.969,0.719,0.193,1.24,0.675,1.616,0,0,0.397,4.075,0.149,1.809,2.283,1.683,13.094,1.364,1.026,7.3,0.431,3.948,0.837,0.357,0,0.573,0.127,1.071,3.855,0,0.783,0.053,0,1.278,4.845,0.033,0.368,0.19,0.252,4.567,5.137,0,1.598,31.847,1.152,0,0.683,0.318,1.016,0.924,0,0.101,0,0.331,1.422,0.124,2.167,2.456,0.681,5.691,2.553,4.451,8.648,4.25,0.92,1.653,0.166,1.487,3.129,1.55,5.192,2.018,3.95,1.128,2.781,3.628,5.257,3.822,81.675,4.676,0,5.434,4.367,0,14.572,0,0,0.672,1.297,0,8.65,10.49,6.056,10.611,0,1.135,1.013,4.055,0.67,0.527,0,0,34.16,1.593,1.725,4.093,0.498,3.9,1.833,1.102,5.357,1.38,0.792,0,9.07,3.177,0,2.864,1.769,2.414,1.042
"K00021",0,0,0.088,0,0,0,0.069,0,0,0,0,0,0,0,0,5.063,0,0.69,0,0,0,0,0,0,0,0,0,1.845,2.502,2.443,0,0,3.718,0,1.45,0,0,0,0,0,0,0.244,0,0,0,0,10.899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.232,0.136,0,0,0,0,0,0,0,0,0,0,0,0,7.21,0,0,0,0,0.192,0,0,0.724,0,1.923,0,0,0,0,0,0,138.506,0.512,0,0,0,0.129,0.251,5.499,0,0,0,0,0,0,1.358,5.608,0,0,0,8.807,0.076,0,0.174,0.043,0,0,0,0,30.131,0,0.209,0,0.127,0,0.056,0,0,0,0,0,2.826,0,0,0,5.738,0,0.642,0,3.389,0,0,0,0,1.473,0,0,0,0,6.541,0,0,0,0,0,0.874,6.795,0,0,1.715,0,7.874,0,0,14.107,0,17.761,0.188,2.747,5.933,0,0,0,0,9.901,23.566,0,0,0,0,0,0,1.392,0,3.998,0,0,0,0,0,0,0,0,7.489,0,0,0,0,0,0,2.079,0,0,0,11.409,0,0.859,0,2.704,1.572,0,0,0,0
"K00022",0.732,24.494,4.411,12.751,37.477,3.127,0.306,1.878,25.794,0.151,66.237,16.162,35.241,4.441,46.125,35.075,7.033,36.902,45.61,20.82,3.354,2.511,22.543,41.274,28.625,41.917,15.26,10.588,41.883,12.788,14.658,16.606,26.371,24.157,22.858,30.634,50.87,46.233,14.786,37.423,10.925,25.371,2.025,0,0.111,0.518,34.814,4.869,0.334,0.152,47.583,22.944,0.635,60.376,0,9.343,0.347,0.672,14.165,33.665,0,1.252,1.626,7.378,0.624,17.556,23.495,45.469,0.664,1.526,13.203,0.175,4.174,29.147,14.193,0,1.219,1.674,2.202,0,35.929,3.21,12.62,8.967,16.202,0,0,1.041,12.459,1.407,49.905,42.9,8.647,0.963,18.198,16.647,0,46.433,0,0.654,1.72,37.545,33.115,40.925,26.616,10.742,22.581,0.85,1.456,1.189,36.492,0,14.482,27.958,30.134,14.576,26.994,2.109,14.775,24.997,25.38,28.484,31.648,31.933,25.253,13.178,36.182,21.949,0.51,0.11,0.249,0.08,3.035,1.234,0.099,48.387,1.357,0.245,28.078,27.715,12.437,39.905,11.535,12.6,0.519,9.57,46.062,48.282,35.381,0.081,26.804,3.842,11.133,23.6,24.021,32.836,29.176,10.406,18.3,29.895,54.838,19.791,18.986,18.177,32.017,24.017,31.135,38.028,25.58,40.091,24.615,29.182,53.146,9.412,37.751,36.063,28.592,23.954,48.06,1.506,40.354,33.96,11.16,45.642,36.251,1.008,43.434,53.693,14.478,33.391,49.557,47.019,35.66,1.064,31.462,16.433,10.983,18.834,2.346,0.99,0.702,6.942,32.614,11.097,22.635,0.308,55.044,15.735,15.247,27.004,43.118,0,1.685,5.831,0,43.972,22.739,21.528,21.153,6.041
"K00023",0,0,0,0,0.2,0.318,0.181,0.143,0.171,0.239,0.217,0,0.204,0.178,0.424,0,0,0.618,0,1.303,0,1.845,0,0,0.475,0,0,1.156,0.126,0.328,0,0,0.749,0,0,0.104,0.063,0,0.051,0,0,0.095,0,0.724,0.114,0,0.142,0,0.037,0,0.227,0,2.754,0.411,6.507,0,0.757,0,0,0,0,0,0,0.115,0.031,0.445,0.239,0.23,0,0.369,1.297,0.362,0.383,0,0,0,0.095,0.133,0,0,0.063,0.16,0,0.198,0,4.465,0.222,0,0.506,3.144,0.888,1.395,0,0.691,0,0,0,0.116,0.092,0.075,0.711,12.534,0,0.316,0.085,0,1.668,0,0,0.561,0.056,0.09,0,0,0,0,0.139,0.1,0.056,0,0,0,0.21,0.3,0.03,0,0.847,3.177,0,0,0.143,0.056,0.22,0.014,0,2.811,0.148,0.158,0,0,0,0,0,0.461,11.484,0.403,1.495,0,0,1.566,0,27.263,0,0.383,0,0.14,0,0.252,0,0,0,0,0.044,0.25,0.607,0,0,0,0,0.32,0,0,0,0,0.336,0,0.085,0,0,0,0.364,0,0,0,0.71,0.161,0,0,0.472,0.146,21.892,0.452,0.069,28.048,0.342,0.854,0,0,0,0,0.194,0,0,0,1.003,0.863,0,0.372,0,0,0,0.224,0,0,6.746,0.351,0,0.434,0,0.169
"K00024",125.731,55.322,134.861,75.059,30.547,110.221,34.456,122.922,63.543,53.959,36.26,8.219,98.631,115.798,26.227,63.84,21.73,15.99,37.452,15.588,16.075,104.509,87.452,67.887,74.415,62.828,71.328,72.569,49.427,34.122,64.398,1.038,55.807,23.509,94.435,49.467,23.884,24.458,55.079,32.18,29.937,70.095,86.336,13.213,176.339,37.482,26.632,90.547,107.625,143.446,48.392,119.637,13.6,39.811,80.19,110.883,84.688,28.307,116.011,68.971,4.496,25.761,69.621,38.899,70.269,145.757,110.453,21.211,1.284,98.513,35.446,19.257,100.759,60.096,112.096,3.88,40.916,143.19,37.482,9.534,65.073,15.557,71.824,35.599,50.349,211.769,113.192,51.371,54.182,42.126,22.467,44.969,21.591,34.276,20.112,25.513,62.621,51.198,6.836,118.433,21.414,32.35,81.245,60.948,61.442,108.061,61.116,79.071,139.457,124.282,60.578,0.746,66.059,61.502,99.891,23.248,124.396,88.218,89.538,96.683,41.041,36.136,71.154,90.124,75.841,50.932,85.012,13.494,119.036,115.735,93.939,55.718,56.308,125.735,137.823,51.101,106.756,30.273,127.255,28.987,8.549,97.89,83.011,47.625,123.887,78.444,101.067,85.444,45.023,53.971,4.652,11.228,35.828,95.809,108.576,17.793,29.877,70.031,79.994,32.357,32.173,66.177,69.802,39.399,39.094,22.102,36.679,25.624,41.814,22.088,64.658,32.719,41.216,62.275,19.043,35.048,22.184,85.829,13.433,79.36,43.042,64.125,47.289,72.2,62.286,118.592,28.716,71.655,49.057,29.143,25.084,57.308,50.753,90.5,21.745,52.341,10.842,68.643,87.167,48.958,64.697,67.205,29.967,33.383,55.309,29.997,34.788,26.747,38.126,44.718,28.219,44.615,52.285,61.059,60.485,10.48,32.477,43.988,37.51,54.35
"K00027",2.282,14.762,18.938,8.548,5.314,0.441,28.883,24.217,9.195,79.725,37.637,23.526,23.516,18.14,40.382,18.994,10.047,10.912,16.356,15.323,11.903,5.346,18.506,55.361,27.519,24.73,14.839,20.527,27.985,23.274,21.602,25.073,15.326,19.226,11.108,19.135,47.01,37.265,23.156,31.9,28.755,16.204,36.881,46.175,6.51,56.662,15.287,8.971,55.939,12.632,62.079,33.472,9.065,39.764,18.773,10.49,55.757,18.558,7.798,27.521,3.765,2.668,5.79,13.636,5.893,25.826,26.944,40.744,4.556,23.27,28.865,6.31,16.578,29.666,87.25,1.51,20.513,7.234,41.539,11.784,26.911,1.845,21.341,18.421,4.983,5.033,19.033,50.483,44.953,1.809,24.343,14.346,30.347,12.418,34.546,12.542,4.353,23.582,2.512,37.183,14.469,12.56,11.314,24.161,29.537,7.524,37.476,70.85,17.764,7.08,16.91,14.503,19.332,13.447,14.434,9.665,12.074,7.595,11.967,10.854,19.75,19.137,27.767,26.534,32.238,15.586,39.761,38.853,108.353,1.302,121.169,68.141,35.003,4.683,55.079,79.11,10.214,24.321,22.087,14.992,15.738,12.599,14.7,10.109,86.399,15.391,64.332,12.414,46.396,7.405,11.391,18.935,10.688,19.171,7.394,29.109,11.198,14.453,20.842,23.248,25.979,12.924,10.073,13.264,24.759,27.452,17.965,18.498,22.472,26.505,17.657,26.442,15.789,56.553,13.627,23.356,29.792,10.965,20.648,33.958,25.488,15.582,38.957,18.555,40.58,41.925,26.358,23.316,17.992,18.666,37.889,25.757,53.825,8.171,14.974,22.698,14.043,22.659,2.132,14.17,33.732,17.472,34.124,20.407,31.293,64.469,25.916,7.45,6.423,19.442,15.194,34.304,31.61,22.131,8.534,6.578,15.455,22.399,36.91,13.454
"K00029",0.373,1.353,2.706,0.256,1.883,6.546,3.242,11.532,0.27,1.392,0.172,0.189,16.102,28.3,1.298,5.663,0.943,0,0.264,0.271,0.289,19.925,12.626,23.787,4.996,4.034,0.255,1.08,5.72,3.619,3.598,0.396,7.248,0.809,11.843,0.363,1.321,0.22,11.261,3.088,0.317,16.477,1.859,4.708,12.113,0.194,0.972,10.139,3.571,6.92,0,25.216,1.695,1.043,5.015,0.794,0.522,3.537,16.966,4.082,5.623,4.91,0.799,0.373,1.315,1.791,2.914,5.634,0,5.235,0.209,1.863,0.167,0.155,2.813,0.99,3.181,6.023,0.452,0.673,2.448,0.894,2.724,1.289,0,2.169,2.981,3.207,5.391,1.124,0.515,12.07,0.715,8.789,0.67,0.783,1.05,5.786,0.042,1.066,2.096,2.642,15.373,0.152,4.672,26.645,0.865,45.264,16.818,1.705,10.903,0,2.681,7.579,17.158,4.215,23.412,0.533,1.253,5.128,8.849,8.357,0.977,7.384,9.549,5.102,7.324,0.121,18.55,0,7.366,1.487,0,13.483,32.436,0.311,10.428,0,15.263,0,0.235,10.16,8.523,9.218,0.192,9.501,0,0.649,0.273,0.153,2.597,0.613,0,13.329,11.538,1.505,0,0.709,7.491,1.459,2.408,5.819,7.915,4.314,2.88,0.364,1.236,3.09,0.435,1.212,2.945,1.41,2.14,1.148,0.267,1.477,0.587,0.187,0.606,0,2.377,5.414,0.448,2.656,0.439,1.028,0.79,0,0.561,0.481,1.931,0,4.744,0,2.734,17.122,0,0.314,0.076,0,0.646,3.741,1.254,6.013,0.502,0.37,0.819,3.869,0.864,4.486,1.178,0.644,3.249,1.132,0.115,1.499,0.281,2.548,0.474,0.351
